Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Model_category,RevPerUnit
BR0662,DLR0047,Cad-M37,6187158,2,DT00311,10,11,2017,FSO Motors,DeSoto Motors,Cad,3093579
BR0663,DLR0027,Mer-M7,25637433,3,DT00312,15,7,2017,FSO Motors,Bugatti Motors,Mer,8545811
BR0665,DLR0254,For-M224,5279922,2,DT00312,21,11,2017,FSO Motors,"AMC, Eagle Motors",For,2639961
BR0666,DLR0179,Mar-M139,16170344,2,DT00314,31,5,2017,Asia Motors Motors,Simca Motors,Mar,8085172
BR0667,DLR0214,Hyu-M164,12290682,2,DT00314,29,10,2017,FSO Motors,Horch Motors,Hyu,6145341
BR0668,DLR0194,Toy-M134,27673701,3,DT00315,3,7,2017,FSO Motors,Tesla Motors,Toy,9224567
BR0669,DLR0174,Toy-M104,618530,1,DT00315,7,3,2017,FSO Motors,Santana Motors,Toy,618530
BR0672,DLR0048,Cad-M38,11003206,2,DT00316,11,11,2017,GAZ Motors,De Tomaso Motors,Cad,5501603
BR0673,DLR0028,Mer-M8,9182152,2,DT00316,16,7,2017,GAZ Motors,Buick Motors,Mer,4591076
BR0675,DLR0255,For-M225,15724106,2,DT00317,22,11,2017,GAZ Motors,Anadol Motors,For,7862053
BR0678,DLR0195,Vol-M135,16596822,3,DT00317,4,7,2017,GAZ Motors,Tornado Motors,Vol,5532274
BR0680,DLR0155,Hyu-M75,8878331,1,DT00318,10,11,2017,GAZ Motors,Piaggio Motors,Hyu,8878331
BR0681,DLR0069,Hon-M69,29778390,3,DT00318,10,3,2017,Geo Motors,Geo Motors,Hon,9926130
BR0682,DLR0049,Cad-M39,7163682,2,DT00319,12,11,2017,Geo Motors,Dodge Motors,Cad,3581841
BR0685,DLR0256,For-M226,10711844,2,DT00319,23,11,2017,Geo Motors,Ariel Motors,For,5355922
BR0687,DLR0216,Mah-M166,3111980,2,DT00320,31,10,2017,Geo Motors,Maybach  Motors,Mah,1555990
BR0688,DLR0196,Vol-M136,6279243,1,DT00321,5,7,2017,Geo Motors,Toyota Motors,Vol,6279243
BR0690,DLR0156,Kia-M76,4674918,3,DT00321,11,11,2017,Geo Motors,Plymouth Motors,Kia,1558306
BR0691,DLR0070,Hon-M70,27882654,3,DT00322,11,3,2017,Gilbern Motors,Gilbern Motors,Hon,9294218
BR0692,DLR0050,Che-M40,7967632,1,DT00322,13,11,2017,Gilbern Motors,Donkervoort Motors,Che,7967632
BR0693,DLR0030,Jee-M10,10049668,2,DT00323,18,7,2017,Gilbern Motors,Cadillac Motors,Jee,5024834
BR0694,DLR0010,Vol-M257,4841665,1,DT00323,22,3,2017,Gilbern Motors,ARO Motors,Vol,4841665
BR0695,DLR0257,Aud-M227,27211653,3,DT00324,24,11,2017,Gilbern Motors,ARO Motors,Aud,9070551
BR0697,DLR0217,Mah-M167,14231444,2,DT00325,1,11,2017,Gilbern Motors,Izh  Motors,Mah,7115722
BR0698,DLR0197,Mar-M137,9190134,3,DT00326,6,7,2017,Gilbern Motors,Toyota India Motors,Mar,3063378
BR0699,DLR0177,Toy-M107,23819997,3,DT00327,10,3,2017,Gilbern Motors,Seat Motors,Toy,7939999
BR0700,DLR0157,Kia-M77,14457039,3,DT00327,12,11,2017,Gilbern Motors,Polestar Motors,Kia,4819013
BR0701,DLR0071,Hon-M71,19496403,3,DT00328,12,3,2017,Ginetta Motors,Ginetta Motors,Hon,6498801
BR0702,DLR0051,Che-M41,1189125,1,DT00328,14,11,2017,Ginetta Motors,Edsel Motors,Che,1189125
BR0703,DLR0031,Jee-M11,3831888,3,DT00329,19,7,2017,Ginetta Motors,Caterham Motors,Jee,1277296
BR0704,DLR0011,Vol-M258,7064261,1,DT00330,23,3,2017,Ginetta Motors,Artega Motors,Vol,7064261
BR0707,DLR0218,Mah-M168,6895348,1,DT00330,2,11,2017,Ginetta Motors,Lagonda  Motors,Mah,6895348
BR0708,DLR0198,Mar-M138,1524042,1,DT00331,7,7,2017,Ginetta Motors,Turner Motors,Mar,1524042
BR0709,DLR0178,Vol-M108,20266479,3,DT00332,11,3,2017,Ginetta Motors,Shelby SuperCars Motors,Vol,6755493
BR0710,DLR0158,Kia-M78,23016840,3,DT00332,13,11,2017,Ginetta Motors,"Pontiac, Asüna Motors",Kia,7672280
BR0711,DLR0072,Hyu-M72,3099601,1,DT00333,13,3,2017,Glas Motors,Glas Motors,Hyu,3099601
BR0712,DLR0052,Che-M42,9043640,2,DT00334,15,11,2017,Glas Motors,e.GO Mobile Motors,Che,4521820
BR0713,DLR0032,Jee-M12,12837476,2,DT00335,20,7,2017,Glas Motors,Checker Motors,Jee,6418738
BR0714,DLR0012,Vol-M259,14467488,3,DT00335,24,3,2017,Glas Motors,Asia Motors Motors,Vol,4822496
BR0715,DLR0259,Aud-M229,2362077,3,DT00337,26,11,2017,Glas Motors,Asia Motors Motors,Aud,787359
BR0717,DLR0219,Mah-M169,2346754,1,DT00337,3,11,2017,Glas Motors,MG  Motors,Mah,2346754
BR0718,DLR0199,Mar-M139,6408126,1,DT00338,8,7,2017,Glas Motors,TVR Motors,Mar,6408126
BR0719,DLR0179,Vol-M109,5850798,2,DT00338,12,3,2017,Glas Motors,Simca Motors,Vol,2925399
BR0720,DLR0159,Inf-M79,20093703,3,DT00339,14,11,2017,Glas Motors,Porsche Motors,Inf,6697901
BR0721,DLR0073,Hyu-M73,10618472,2,DT00339,14,3,2017,GMC Motors,GMC Motors,Hyu,5309236
BR0722,DLR0053,Che-M43,10532440,2,DT00340,16,11,2017,GMC Motors,Eicher Polaris Motors,Che,5266220
BR0723,DLR0033,Jee-M13,27274158,3,DT00340,21,7,2017,GMC Motors,Chevrolet Motors,Jee,9091386
BR0724,DLR0013,Vol-M260,1506321,3,DT00342,25,3,2017,GMC Motors,Aston Martin Motors,Vol,502107
BR0726,DLR0180,Mar-M140,13271070,2,DT00342,1,1,2017,Aston Martin Motors,Simca do Brasil Motors,Mar,6635535
BR0727,DLR0220,Mah-M170,17938848,3,DT00343,4,11,2017,GMC Motors,Morris  Motors,Mah,5979616
BR0728,DLR0200,Mar-M140,3565182,1,DT00344,9,7,2017,GMC Motors,UAZ Motors,Mar,3565182
BR0730,DLR0160,Nis-M80,7509447,1,DT00345,15,11,2017,GMC Motors,Premier Motors,Nis,7509447
BR0731,DLR0074,Hyu-M74,9618594,1,DT00346,15,3,2017,GTA Spano Motors,GTA Spano Motors,Hyu,9618594
BR0732,DLR0054,Che-M44,9411372,1,DT00347,17,11,2017,GTA Spano Motors,Elva Motors,Che,9411372
BR0734,DLR0014,Nis-M261,5676322,1,DT00348,26,3,2017,GTA Spano Motors,Audi Motors,Nis,5676322
BR0735,DLR0261,Aud-M231,19790116,2,DT00349,28,11,2017,GTA Spano Motors,Audi Motors,Aud,9895058
BR0738,DLR0201,Mar-M141,9963706,2,DT00349,10,7,2017,GTA Spano Motors,Vauxhall Motors,Mar,4981853
BR0739,DLR0181,Agr-M111,17216700,2,DT00350,14,3,2017,GTA Spano Motors,Singer Motors,Agr,8608350
BR0741,DLR0075,Hyu-M75,28655037,3,DT00351,16,3,2017,Gumpert Motors,Gumpert Motors,Hyu,9551679
BR0742,DLR0055,Che-M45,26605503,3,DT00351,18,11,2017,Gumpert Motors,Facel Vega Motors,Che,8868501
BR0744,DLR0015,Nis-M262,2263432,1,DT00352,27,3,2017,Gumpert Motors,Autobianchi Motors,Nis,2263432
BR0745,DLR0262,Aud-M232,16567818,3,DT00353,29,11,2017,Gumpert Motors,Autobianchi Motors,Aud,5522606
BR0747,DLR0222,Mah-M172,5314854,3,DT00353,6,11,2017,Gumpert Motors,Riley  Motors,Mah,1771618
BR0748,DLR0202,Mar-M142,4209675,1,DT00355,11,7,2017,Gumpert Motors,Venturi Motors,Mar,4209675
BR0751,DLR0076,Kia-M76,5033528,1,DT00356,17,3,2017,Healey Motors,Healey Motors,Kia,5033528
BR0752,DLR0056,Che-M46,17357436,2,DT00357,19,11,2017,Healey Motors,Ferrari Motors,Che,8678718
BR0753,DLR0036,For-M16,12476619,3,DT00357,24,7,2017,Healey Motors,Chrysler Europe Motors,For,4158873
BR0755,DLR0263,Aud-M233,3450990,3,DT00358,30,11,2017,Healey Motors,Auto-Union Motors,Aud,1150330
BR0757,DLR0223,Mah-M173,1437634,1,DT00358,7,11,2017,Healey Motors,Wolseley  Motors,Mah,1437634
BR0759,DLR0183,Agr-M113,13809580,2,DT00359,16,3,2017,Healey Motors,Smart Motors,Agr,6904790
BR0760,DLR0163,Nis-M83,2977984,1,DT00360,18,11,2017,Healey Motors,Ranger Motors,Nis,2977984
BR0762,DLR0057,Che-M47,13805534,2,DT00362,20,11,2017,Heinkel Motors,Fiat Motors,Che,6902767
BR0764,DLR0017,Nis-M264,3681751,1,DT00363,29,3,2017,Heinkel Motors,Auverland Motors,Nis,3681751
BR0765,DLR0264,Aud-M234,9543745,1,DT00363,1,12,2017,Heinkel Motors,Auverland Motors,Aud,9543745
BR0767,DLR0224,Mah-M174,4358908,2,DT00364,8,11,2017,Heinkel Motors,Standard  Motors,Mah,2179454
BR0768,DLR0204,Mar-M144,6336897,3,DT00364,13,7,2017,Heinkel Motors,Volkswagen do Brasil Motors,Mar,2112299
BR0769,DLR0184,Che-M114,1234241,1,DT00365,17,3,2017,Heinkel Motors,Spyker Motors,Che,1234241
BR0770,DLR0164,Nis-M84,13110796,2,DT00366,19,11,2017,Heinkel Motors,Reliant Motors,Nis,6555398
BR0771,DLR0078,Kia-M78,9175180,1,DT00366,19,3,2017,Hennessey Motors,Hennessey Motors,Kia,9175180
BR0773,DLR0038,For-M18,6922460,1,DT00367,26,7,2017,Hennessey Motors,Cizeta-Moroder Motors,For,6922460
BR0774,DLR0018,Nis-M265,8758656,3,DT00367,30,3,2018,Hennessey Motors,Bentley Motors,Nis,2919552
BR0775,DLR0265,Aud-M235,11320484,2,DT00368,2,12,2018,Hennessey Motors,Bentley Motors,Aud,5660242
BR0778,DLR0205,Mar-M145,6772522,1,DT00369,14,7,2018,Hennessey Motors,Volkswagen South Africa Motors,Mar,6772522
BR0781,DLR0079,Inf-M79,2505504,1,DT00370,20,3,2018,Hillman Motors,Hillman Motors,Inf,2505504
BR0783,DLR0039,For-M19,22497648,3,DT00370,27,7,2018,Hillman Motors,Dacia Motors,For,7499216
BR0784,DLR0019,Nis-M266,4239958,1,DT00371,31,3,2018,Hillman Motors,Bitter Motors,Nis,4239958
BR0785,DLR0266,Aud-M236,8874869,1,DT00373,3,12,2018,Hillman Motors,Bitter Motors,Aud,8874869
BR0786,DLR0181,Mar-M141,8540194,1,DT00373,2,1,2018,Audi Motors,Singer Motors,Mar,8540194
BR0787,DLR0226,Mah-M176,2805178,1,DT00374,10,11,2018,Hillman Motors,Das Motors,Mah,2805178
BR0789,DLR0186,Cit-M116,12179226,2,DT00375,19,3,2018,Hillman Motors,Standard-Triumph Motors,Cit,6089613
BR0790,DLR0166,Nis-M86,16171738,2,DT00376,21,11,2018,Hillman Motors,Rivian Motors,Nis,8085869
BR0791,DLR0080,Nis-M80,1831088,2,DT00377,21,3,2018,Hindustan Motors,Hindustan Motors,Nis,915544
BR0792,DLR0060,Che-M50,13934294,2,DT00377,23,11,2018,Hindustan Motors,"Fisker, Karma Motors",Che,6967147
BR0793,DLR0040,For-M20,8780384,1,DT00378,28,7,2018,Hindustan Motors,"Daewoo, Saehan, Chevrolet Korea Motors",For,8780384
BR0794,DLR0020,Nis-M267,9009420,1,DT00380,1,4,2018,Hindustan Motors,BMW Motors,Nis,9009420
BR0797,DLR0227,Mah-M177,8396297,1,DT00380,11,11,2018,Hindustan Motors,Ramani Motors,Mah,8396297
BR0798,DLR0207,Mar-M147,230774,2,DT00381,16,7,2018,Hindustan Motors,Westfield Motors,Mar,115387
BR0801,DLR0081,Nis-M81,7650808,2,DT00381,22,3,2018,Holden Motors,Holden Motors,Nis,3825404
BR0802,DLR0061,Che-M51,882130,1,DT00382,24,11,2018,Holden Motors,Ford America Motors,Che,882130
BR0803,DLR0041,For-M21,11161014,2,DT00383,29,7,2018,Holden Motors,DAF Motors,For,5580507
BR0804,DLR0021,Nis-M268,27884529,3,DT00383,2,4,2018,Holden Motors,Bond Motors,Nis,9294843
BR0805,DLR0001,Aud-M238,1445892,3,DT00384,5,12,2018,Holden Motors,AC Cars Motors,Aud,481964
BR0807,DLR0228,Mah-M178,5712936,2,DT00385,12,11,2018,Holden Motors,Deccan Motors,Mah,2856468
BR0810,DLR0168,Nis-M88,15252826,2,DT00386,23,11,2018,Holden Motors,Saab Motors,Nis,7626413
BR0811,DLR0082,Nis-M82,6545996,1,DT00386,23,3,2018,Honda Motors,Honda Motors,Nis,6545996
BR0812,DLR0062,GMC-M52,1046322,2,DT00387,25,11,2018,Honda Motors,Ford Australia Motors,GMC,523161
BR0814,DLR0022,Nis-M269,27655845,3,DT00388,3,4,2018,Honda Motors,Borgward (including Goliath and Lloyd) Motors,Nis,9218615
BR0815,DLR0002,Aud-M239,2567426,1,DT00388,6,12,2018,Honda Motors,Acura Motors,Aud,2567426
BR0817,DLR0229,Tat-M179,8465900,1,DT00389,13,11,2018,Honda Motors,Herald Motors,Tat,8465900
BR0818,DLR0209,Mar-M149,22987824,3,DT00390,18,7,2018,Honda Motors,Zastava Motors,Mar,7662608
BR0819,DLR0189,For-M119,24029529,3,DT00391,22,3,2018,Honda Motors,Sunbeam Motors,For,8009843
BR0822,DLR0063,GMC-M53,13584572,2,DT00392,26,11,2018,Honda India Motors,Ford do Brasil Motors,GMC,6792286
BR0823,DLR0043,For-M23,4026720,3,DT00392,31,7,2018,Honda India Motors,Daimler Motors,For,1342240
BR0824,DLR0023,Nis-M270,19756170,3,DT00393,4,4,2018,Honda India Motors,Bristol Motors,Nis,6585390
BR0827,DLR0230,Tat-M180,3946992,2,DT00393,14,11,2018,Honda India Motors,Zion Automobils,Tat,1973496
BR0828,DLR0210,Mar-M150,14358195,3,DT00395,19,7,2018,Honda India Motors,ZAZ Motors,Mar,4786065
BR0829,DLR0190,Hon-M120,16041212,2,DT00396,23,3,2018,Honda India Motors,Suzuki Motors,Hon,8020606
BR0832,DLR0064,GMC-M54,4408905,3,DT00397,27,11,2018,Hudson Motors,Ford Europe Motors,GMC,1469635
BR0833,DLR0044,For-M24,12617286,2,DT00397,1,8,2018,Hudson Motors,null,For,6308643
BR0834,DLR0024,Sko-M271,14183745,3,DT00398,5,4,2018,Hudson Motors,British Leyland Motors,Sko,4727915
BR0837,DLR0231,Tat-M181,9116480,1,DT00399,15,11,2018,Hudson Motors,Atlantic Motor Company,Tat,9116480
BR0838,DLR0211,Mar-M151,4394077,1,DT00399,20,7,2018,Hudson Motors,ZIL Motors,Mar,4394077
BR0839,DLR0191,Mer-M121,4320316,1,DT00400,24,3,2018,Hudson Motors,Tata Motors,Mer,4320316
BR0840,DLR0171,Riv-M91,13903245,3,DT00400,26,11,2018,Hudson Motors,Samsung Motors,Riv,4634415
BR0841,DLR0085,Nis-M85,7548524,1,DT00401,26,3,2018,Humber Motors,Humber Motors,Nis,7548524
BR0842,DLR0065,GMC-M55,2543978,2,DT00402,28,11,2018,Humber Motors,Ford India Motors,GMC,1271989
BR0843,DLR0045,For-M25,7111300,1,DT00402,2,8,2018,Humber Motors,Delahaye Motors,For,7111300
BR0844,DLR0025,Sko-M272,12823790,2,DT00403,6,4,2018,Humber Motors,Austin-Healey Motors,Sko,6411895
BR0845,DLR0005,BMW-M242,8320334,1,DT00403,9,12,2018,Humber Motors,Alpine Motors,BMW,8320334
BR0846,DLR0182,Mar-M142,2183688,1,DT00404,3,1,2018,Autobianchi Motors,Skoda Motors,Mar,2183688
BR0849,DLR0192,Mer-M122,4298133,3,DT00404,25,3,2018,Humber Motors,Tatra Motors,Mer,1432711
BR0851,DLR0086,Nis-M86,24649203,3,DT00405,27,3,2018,Hummer Motors,Hummer Motors,Nis,8216401
BR0852,DLR0066,GMC-M56,17594286,2,DT00406,29,11,2018,Hummer Motors,Freightliner Motors,GMC,8797143
BR0854,DLR0026,Sko-M273,2542283,1,DT00407,7,4,2018,Hummer Motors,"Austin, Rover Motors",Sko,2542283
BR0857,DLR0233,Tat-M183,8238927,1,DT00407,17,11,2018,Hummer Motors,Blankinship Motor Company Building,Tat,8238927
BR0858,DLR0213,Hyu-M153,11212185,3,DT00408,22,7,2018,Hummer Motors,DKW Motors,Hyu,3737395
BR0859,DLR0193,Mer-M123,4194435,1,DT00408,26,3,2018,Hummer Motors,Tazzari Motors,Mer,4194435
BR0860,DLR0173,Sub-M93,11897544,3,DT00409,28,11,2018,Hummer Motors,Santa Matilde Motors,Sub,3965848
BR0861,DLR0087,Nis-M87,17799570,3,DT00409,28,3,2018,Hyundai Motors,Hyundai Motors,Nis,5933190
BR0863,DLR0047,Lin-M27,2754114,2,DT00410,4,8,2018,Hyundai Motors,DeSoto Motors,Lin,1377057
BR0865,DLR0007,BMW-M244,7014300,3,DT00411,11,12,2018,Hyundai Motors,"AMC, Eagle Motors",BMW,2338100
BR0867,DLR0234,Tat-M184,255660,1,DT00411,18,11,2018,Hyundai Motors,Bohn Motor Company Automobile Dealership,Tat,255660
BR0868,DLR0214,Hyu-M154,5808485,1,DT00412,23,7,2018,Hyundai Motors,Horch Motors,Hyu,5808485
BR0870,DLR0174,Sub-M94,20785545,3,DT00413,29,11,2018,Hyundai Motors,Santana Motors,Sub,6928515
BR0871,DLR0088,Nis-M88,6450024,2,DT00413,29,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors","IFA (including Trabant, Wartburg, Barkas) Motors",Nis,3225012
BR0872,DLR0068,GMC-M58,1131322,2,DT00414,1,12,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",GAZ Motors,GMC,565661
BR0873,DLR0048,Lin-M28,7003291,1,DT00415,5,8,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",De Tomaso Motors,Lin,7003291
BR0877,DLR0235,Tat-M185,24145992,3,DT00415,19,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Buick Automobile Company Building,Tat,8048664
BR0878,DLR0215,Hyu-M155,9184004,2,DT00416,24,7,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Wanderer Motors,Hyu,4592002
BR0879,DLR0195,Peu-M125,6156402,1,DT00416,28,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Tornado Motors,Peu,6156402
BR0880,DLR0175,Sub-M95,9244306,2,DT00417,30,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Saturn Motors,Sub,4622153
BR0881,DLR0089,Nis-M89,3425558,1,DT00418,30,3,2018,Infiniti Motors,Infiniti Motors,Nis,3425558
BR0883,DLR0049,Lin-M29,8367989,1,DT00418,6,8,2018,Infiniti Motors,Dodge Motors,Lin,8367989
BR0884,DLR0029,Mit-M276,1712630,2,DT00419,10,4,2018,Infiniti Motors,Bytom Motors,Mit,856315
BR0888,DLR0216,Hyu-M156,13917510,2,DT00419,25,7,2018,Infiniti Motors,Maybach  Motors,Hyu,6958755
BR0889,DLR0196,Peu-M126,12845820,2,DT00420,29,3,2018,Infiniti Motors,Toyota Motors,Peu,6422910
BR0890,DLR0176,Tes-M96,4488940,1,DT00420,1,12,2018,Infiniti Motors,Scion Motors,Tes,4488940
BR0891,DLR0090,Riv-M90,7979531,1,DT00422,31,3,2018,Innocenti Motors,null,Riv,7979531
BR0892,DLR0070,Acu-M60,1993691,1,DT00422,3,12,2018,Innocenti Motors,Gilbern Motors,Acu,1993691
BR0893,DLR0050,Lin-M30,2027904,1,DT00423,7,8,2018,Innocenti Motors,Donkervoort Motors,Lin,2027904
BR0894,DLR0030,Mit-M277,10085318,2,DT00423,11,4,2018,Innocenti Motors,Cadillac Motors,Mit,5042659
BR0895,DLR0010,BMW-M247,5666828,1,DT00424,14,12,2018,Innocenti Motors,ARO Motors,BMW,5666828
BR0897,DLR0237,Tat-M187,7940970,2,DT00424,21,11,2018,Innocenti Motors,Casa de cadillac,Tat,3970485
BR0898,DLR0217,Hyu-M157,19615128,3,DT00425,26,7,2018,Innocenti Motors,Izh  Motors,Hyu,6538376
BR0899,DLR0197,Ren-M127,8037818,2,DT00426,30,3,2018,Innocenti Motors,Toyota India Motors,Ren,4018909
BR0900,DLR0177,Tes-M97,3283236,3,DT00427,2,12,2018,Innocenti Motors,Seat Motors,Tes,1094412
BR0901,DLR0091,Riv-M91,4713975,1,DT00427,1,4,2018,Invicta Motors,Invicta Motors,Riv,4713975
BR0902,DLR0071,Acu-M61,23481786,3,DT00428,4,12,2018,Invicta Motors,Ginetta Motors,Acu,7827262
BR0904,DLR0031,BMW-M1,1618930,2,DT00429,12,4,2018,Invicta Motors,Caterham Motors,BMW,809465
BR0905,DLR0011,BMW-M248,2626165,1,DT00429,15,12,2018,Invicta Motors,Artega Motors,BMW,2626165
BR0906,DLR0183,Mar-M143,24336876,3,DT00430,4,1,2018,Auto-Union Motors,Smart Motors,Mar,8112292
BR0907,DLR0238,Tat-M188,4438278,2,DT00430,22,11,2018,Invicta Motors,Cass Motor Sales,Tat,2219139
BR0908,DLR0218,Hyu-M158,12742176,3,DT00431,27,7,2018,Invicta Motors,Lagonda  Motors,Hyu,4247392
BR0909,DLR0198,Ren-M128,12977602,2,DT00431,31,3,2018,Invicta Motors,Turner Motors,Ren,6488801
BR0910,DLR0178,Tes-M98,2276966,2,DT00432,3,12,2018,Invicta Motors,Shelby SuperCars Motors,Tes,1138483
BR0911,DLR0092,Sub-M92,5758576,1,DT00432,2,4,2018,Isdera Motors,Isdera Motors,Sub,5758576
BR0912,DLR0072,Acu-M62,3951923,1,DT00433,5,12,2018,Isdera Motors,Glas Motors,Acu,3951923
BR0913,DLR0052,Cad-M32,1106634,1,DT00433,9,8,2018,Isdera Motors,e.GO Mobile Motors,Cad,1106634
BR0917,DLR0239,Tat-M189,17029410,3,DT00434,23,11,2018,Isdera Motors,Claremore Auto Dealership,Tat,5676470
BR0918,DLR0219,Hyu-M159,9618034,1,DT00434,28,7,2018,Isdera Motors,MG  Motors,Hyu,9618034
BR0919,DLR0199,Ren-M129,3687822,2,DT00435,1,4,2018,Isdera Motors,TVR Motors,Ren,1843911
BR0921,DLR0093,Sub-M93,5584847,1,DT00436,3,4,2018,Iso Motors,Iso Motors,Sub,5584847
BR0922,DLR0073,Acu-M63,14394714,2,DT00436,6,12,2018,Iso Motors,GMC Motors,Acu,7197357
BR0923,DLR0053,Cad-M33,1925980,2,DT00437,10,8,2018,Iso Motors,Eicher Polaris Motors,Cad,962990
BR0924,DLR0033,BMW-M3,2382867,1,DT00437,14,4,2018,Iso Motors,Chevrolet Motors,BMW,2382867
BR0925,DLR0013,BMW-M250,11181320,2,DT00438,17,12,2018,Iso Motors,Aston Martin Motors,BMW,5590660
BR0927,DLR0240,Tat-M190,4010877,1,DT00438,24,11,2018,Iso Motors,Clemens Automobile Company Building,Tat,4010877
BR0928,DLR0220,Hyu-M160,11531190,3,DT00439,29,7,2018,Iso Motors,Morris  Motors,Hyu,3843730
BR0929,DLR0200,Ren-M130,26759202,3,DT00440,2,4,2018,Iso Motors,UAZ Motors,Ren,8919734
BR0930,DLR0180,Toy-M100,3388438,1,DT00440,5,12,2018,Iso Motors,Simca do Brasil Motors,Toy,3388438
BR0931,DLR0094,Sub-M94,12409908,2,DT00441,4,4,2018,Isotta Fraschini Motors,Isotta Fraschini Motors,Sub,6204954
BR0933,DLR0054,Cad-M34,3868980,2,DT00441,11,8,2018,Isotta Fraschini Motors,Elva Motors,Cad,1934490
BR0934,DLR0034,BMW-M4,28658523,3,DT00442,15,4,2018,Isotta Fraschini Motors,Chevrolet India Motors,BMW,9552841
BR0935,DLR0014,MG-M251,16238960,2,DT00443,18,12,2018,Isotta Fraschini Motors,Audi Motors,MG,8119480
BR0938,DLR0221,Hyu-M161,9244356,2,DT00443,30,7,2018,Isotta Fraschini Motors,Austin  Motors,Hyu,4622178
BR0939,DLR0201,Ren-M131,19316154,2,DT00444,3,4,2018,Isotta Fraschini Motors,Vauxhall Motors,Ren,9658077
BR0940,DLR0181,Toy-M101,1419756,1,DT00444,6,12,2018,Isotta Fraschini Motors,Singer Motors,Toy,1419756
BR0941,DLR0095,Sub-M95,14535884,2,DT00445,5,4,2018,Isuzu Motors,Isuzu Motors,Sub,7267942
BR0942,DLR0075,Hon-M65,3972716,2,DT00445,8,12,2018,Isuzu Motors,Gumpert Motors,Hon,1986358
BR0943,DLR0055,Cad-M35,2450338,1,DT00446,12,8,2018,Isuzu Motors,Facel Vega Motors,Cad,2450338
BR0945,DLR0015,MG-M252,9724176,2,DT00447,19,12,2018,Isuzu Motors,Autobianchi Motors,MG,4862088
BR0947,DLR0242,Tat-M192,3118018,2,DT00449,26,11,2018,Isuzu Motors,H Street Playhouse,Tat,1559009
BR0949,DLR0202,Ren-M132,22871226,3,DT00450,4,4,2018,Isuzu Motors,Venturi Motors,Ren,7623742
BR0950,DLR0182,Toy-M102,23969172,3,DT00450,7,12,2018,Isuzu Motors,Skoda Motors,Toy,7989724
BR0953,DLR0056,Cad-M36,19165328,2,DT00451,13,8,2018,Iveco Motors,Ferrari Motors,Cad,9582664
BR0955,DLR0016,Jee-M253,2321419,1,DT00451,20,12,2018,Iveco Motors,Auto-Union Motors,Jee,2321419
BR0958,DLR0223,Hyu-M163,16851660,3,DT00452,1,8,2018,Iveco Motors,Wolseley  Motors,Hyu,5617220
BR0959,DLR0203,Toy-M133,8544438,2,DT00452,5,4,2018,Iveco Motors,Volkswagen Motors,Toy,4272219
BR0960,DLR0183,Toy-M103,9396554,2,DT00453,8,12,2018,Iveco Motors,Smart Motors,Toy,4698277
BR0961,DLR0097,Tes-M97,25965132,3,DT00453,7,4,2018,Jaguar Motors,Jaguar Motors,Tes,8655044
BR0963,DLR0057,Cad-M37,1200316,2,DT00454,14,8,2018,Jaguar Motors,Fiat Motors,Cad,600158
BR0964,DLR0037,Mer-M7,3368813,1,DT00454,18,4,2018,Jaguar Motors,Citroën Motors,Mer,3368813
BR0965,DLR0017,Jee-M254,14113876,2,DT00455,21,12,2018,Jaguar Motors,Auverland Motors,Jee,7056938
BR0966,DLR0184,Mar-M144,9830183,1,DT00455,5,1,2018,Auverland Motors,Spyker Motors,Mar,9830183
BR0967,DLR0244,Tat-M194,1911273,3,DT00456,28,11,2018,Jaguar Motors,Hupmobile Building,Tat,637091
BR0968,DLR0224,Hyu-M164,9416402,2,DT00456,2,8,2018,Jaguar Motors,Standard  Motors,Hyu,4708201
BR0969,DLR0204,Toy-M134,8836730,1,DT00457,6,4,2018,Jaguar Motors,Volkswagen do Brasil Motors,Toy,8836730
BR0970,DLR0184,Toy-M104,9597689,1,DT00459,9,12,2018,Jaguar Motors,Spyker Motors,Toy,9597689
BR0971,DLR0098,Tes-M98,19511448,3,DT00460,8,4,2018,Jeep Motors,Jeep Motors,Tes,6503816
BR0972,DLR0078,Hon-M68,29121171,3,DT00460,11,12,2018,Jeep Motors,Hennessey Motors,Hon,9707057
BR0973,DLR0058,Cad-M38,3505652,1,DT00461,15,8,2018,Jeep Motors,Fiat do Brasil Motors,Cad,3505652
BR0974,DLR0038,Mer-M8,28307304,3,DT00462,19,4,2018,Jeep Motors,Cizeta-Moroder Motors,Mer,9435768
BR0975,DLR0018,Vol-M255,13098728,2,DT00462,22,12,2018,Jeep Motors,Bentley Motors,Vol,6549364
BR0978,DLR0225,Mah-M165,14235956,2,DT00463,3,8,2018,Jeep Motors,Talbot  Motors,Mah,7117978
BR0979,DLR0205,Vol-M135,5550443,1,DT00463,7,4,2018,Jeep Motors,Volkswagen South Africa Motors,Vol,5550443
